chr	start	end	id	strand
chr9	51913477	51931661	ENSMUSG00000111357.1	-
chr8	74081645	74093684	ENSMUSG00000110703.1	-
chr3	73066316	73194812	ENSMUSG00000103428.1	+
chr3	73066351	73594830	ENSMUSG00000103428.1	+
chr3	73329434	73470014	ENSMUSG00000102820.1	+
chr3	73351206	73481651	ENSMUSG00000102362.1	-
chr12	37013575	37089385	ENSMUSG00000114052.1	+
chr12	37098550	37106789	ENSMUSG00000101067.1	-
chr8	9875530	9919463	ENSMUSG00000095279.2	-
chr8	9876548	9876897	ENSMUSG00000095279.2	-
chr8	25754480	25769704	ENSMUSG00000091514.2	+
chrY	55373936	55377172	ENSMUSG00000101967.6	+
chrY	55374388	55376748	ENSMUSG00000101967.6	+
chrY	55374388	55376748	ENSMUSG00000101967.6	+
chr8	74827992	74833920	ENSMUSG00000079011.9	-
chr8	74784169	74833937	ENSMUSG00000079011.9	-
chr8	74590987	74833947	ENSMUSG00000079011.9	-
chr9	122295869	122308762	ENSMUSG00000097572.2	-
chr9	122295912	122310695	ENSMUSG00000097572.2	-
chr9	122306130	122310928	ENSMUSG00000097572.2	-
chr9	14385692	14389723	ENSMUSG00000111786.1	+
chr12	80115863	80117199	ENSMUSG00000112545.1	+
chr17	13502199	13511193	ENSMUSG00000090211.2	+
chr12	73548478	73551986	ENSMUSG00000113800.1	+
chr3	124839509	124936860	ENSMUSG00000106423.1	+
chr9	58455122	58469635	ENSMUSG00000097651.2	+
chrY	25299747	25302982	ENSMUSG00000103660.5	-
chrY	25300171	25302530	ENSMUSG00000103660.5	-
chrY	25300171	25302530	ENSMUSG00000103660.5	-
chr16	49210641	49255772	ENSMUSG00000073976.10	-
chr16	49210668	49255772	ENSMUSG00000073976.10	-
chr4	103290959	103311832	ENSMUSG00000078618.3	+
chr12	96662314	96663247	ENSMUSG00000112040.1	+
chr7	34665413	34673999	ENSMUSG00000087127.1	-
chr12	97098706	97102464	ENSMUSG00000112635.1	-
chr5	37893772	37897917	ENSMUSG00000106718.1	+
chr5	37893939	37894973	ENSMUSG00000106718.1	+
chr5	37894350	37896799	ENSMUSG00000106718.1	+
chr5	37894696	37897276	ENSMUSG00000106718.1	+
chr5	37894707	37897137	ENSMUSG00000106718.1	+
chr7	65582070	65618884	ENSMUSG00000086662.7	+
chr14	7749945	7775528	ENSMUSG00000084775.2	+
chr12	97312849	97315853	ENSMUSG00000112598.1	+
chr8	47135651	47163704	ENSMUSG00000110264.1	+
chr10	95445316	95461224	ENSMUSG00000112261.1	-
chr3	8732870	8736200	ENSMUSG00000103346.1	-
chr3	8733065	8736360	ENSMUSG00000103346.1	-
chr12	106558750	106574924	ENSMUSG00000091583.1	+
chr13	119609765	119613472	ENSMUSG00000114945.1	-
chr19	43609077	43610625	ENSMUSG00000092250.1	-
chr15	39962649	39967024	ENSMUSG00000115230.1	+
chr12	109493529	109516740	ENSMUSG00000112977.1	-
chr12	97735441	97740244	ENSMUSG00000112524.1	-
chrY	25332503	25335851	ENSMUSG00000103982.1	+
chr12	106685607	106716362	ENSMUSG00000085820.7	-
chr12	106706049	106716362	ENSMUSG00000085820.7	-
chr12	106701159	106716333	ENSMUSG00000085820.7	-
chr12	106695716	106716324	ENSMUSG00000085820.7	-
chr8	82796146	82803361	ENSMUSG00000109643.1	-
chr3	37182885	37188593	ENSMUSG00000084754.1	+
chrY	55574640	55576183	ENSMUSG00000101723.1	+
chrY	55630825	55634171	ENSMUSG00000099442.1	-
chr3	57953655	57958225	ENSMUSG00000105003.1	-
chr5	37983693	37986070	ENSMUSG00000107126.1	+
chr3	58141707	58163807	ENSMUSG00000100666.1	-
chr8	68971145	69001683	ENSMUSG00000110594.1	-
chr13	13034858	13038936	ENSMUSG00000113049.1	+
chr3	58117053	58165073	ENSMUSG00000104586.1	+
chr3	58163932	58167616	ENSMUSG00000104586.1	+
chr12	97869779	97872520	ENSMUSG00000111885.1	-
chr10	78501925	78519908	ENSMUSG00000112224.1	-
chr10	78501925	78520219	ENSMUSG00000112224.1	-
chr12	106837982	106878841	ENSMUSG00000085801.1	+
chrY	25590418	25593655	ENSMUSG00000102576.5	-
chrY	25590838	25593202	ENSMUSG00000102576.5	-
chrY	25590838	25593202	ENSMUSG00000102576.5	-
chr4	55131208	55279479	ENSMUSG00000087614.1	-
chr4	55131436	55135501	ENSMUSG00000087614.1	-
chr1	97024516	97025565	ENSMUSG00000100454.1	-
chrX	140178698	140277862	ENSMUSG00000086441.1	-
chr12	106953812	106955928	ENSMUSG00000086319.1	-
chrY	55797791	55801133	ENSMUSG00000101580.1	-
chr13	56595537	56596642	ENSMUSG00000114604.1	+
chr1	187447877	187462664	ENSMUSG00000103923.1	+
chrY	55833464	55836360	ENSMUSG00000100054.6	+
chrY	55833573	55835933	ENSMUSG00000100054.6	+
chrY	55833573	55835933	ENSMUSG00000100054.6	+
chr12	107079360	107099673	ENSMUSG00000085120.1	-
chr12	107129681	107132576	ENSMUSG00000086037.1	+
chr9	32613452	32629557	ENSMUSG00000110844.1	+
chr3	74009217	74017277	ENSMUSG00000104096.1	-
chr12	107147164	107160207	ENSMUSG00000086060.1	-
chr12	107183555	107186734	ENSMUSG00000084871.1	+
chrY	25812791	25816026	ENSMUSG00000103813.5	-
chrY	25813211	25815574	ENSMUSG00000103813.5	-
chrY	25813211	25815574	ENSMUSG00000103813.5	-
chr1	35625606	35651297	ENSMUSG00000104417.1	-
chr1	35806974	35810462	ENSMUSG00000101714.1	+
chr12	98076355	98108561	ENSMUSG00000112812.1	-
chr12	98076358	98108567	ENSMUSG00000112812.1	-
chr1	35879845	35881119	ENSMUSG00000102531.1	+
chr4	103382500	103492040	ENSMUSG00000086136.1	+
chr4	103382521	103492022	ENSMUSG00000086136.1	+
chr5	52117312	52118523	ENSMUSG00000104847.1	+
chr1	85972365	85986917	ENSMUSG00000100108.1	-
chr8	104794928	104798994	ENSMUSG00000069925.6	+
chr8	104795237	104798792	ENSMUSG00000069925.6	+
chr8	104796483	104799052	ENSMUSG00000069925.6	+
chr8	104795237	104798792	ENSMUSG00000069925.6	+
chr10	102435269	102435543	ENSMUSG00000112073.1	+
chr11	32789762	32790725	ENSMUSG00000085676.1	-
chr3	89767511	89773240	ENSMUSG00000042579.2	-
chr3	89768121	89772791	ENSMUSG00000042579.2	-
chr15	40045191	40128982	ENSMUSG00000115142.1	+
chr1	150159043	150164948	ENSMUSG00000097754.1	-
chr1	71888112	71891204	ENSMUSG00000099707.6	+
chr1	71888117	71890735	ENSMUSG00000099707.6	+
chr1	71888402	71889869	ENSMUSG00000099707.6	+
chr1	71888503	71890587	ENSMUSG00000099707.6	+
chr7	89552366	89568079	ENSMUSG00000108875.1	+
chr1	35981960	35986373	ENSMUSG00000102279.1	-
chr15	40162581	40167719	ENSMUSG00000115367.1	+
chr15	40162607	40168076	ENSMUSG00000115367.1	+
chr4	132265708	132268841	ENSMUSG00000100813.1	+
chr4	132270056	132270213	ENSMUSG00000099937.1	+
chr3	151887303	151895101	ENSMUSG00000104909.1	+
chr15	40343260	40393307	ENSMUSG00000115820.1	+
chr15	40511322	40527277	ENSMUSG00000056332.4	-
chr12	14996388	15051573	ENSMUSG00000113644.1	-
chr12	14996388	15051593	ENSMUSG00000113644.1	-
chr12	14996389	15050389	ENSMUSG00000113644.1	-
chr12	15008517	15051546	ENSMUSG00000113644.1	-
chr12	15040194	15051598	ENSMUSG00000113644.1	-
chr7	13192117	13197215	ENSMUSG00000110365.1	-
chr8	19594900	19665322	ENSMUSG00000110463.1	-
chr7	112983903	113010892	ENSMUSG00000110207.1	+
chr12	107463269	107484128	ENSMUSG00000113415.1	-
chr12	107482746	107488583	ENSMUSG00000113415.1	-
chrY	25845560	25848910	ENSMUSG00000104412.1	+
chr12	15278417	15301045	ENSMUSG00000113734.1	-
chr3	151988454	151992332	ENSMUSG00000104659.1	+
chr11	67112461	67120080	ENSMUSG00000087410.7	-
chr11	67114009	67116841	ENSMUSG00000087410.7	-
chr10	116674591	116679303	ENSMUSG00000097104.1	+
chr7	144764763	144770571	ENSMUSG00000109009.1	+
chr7	144764914	144770474	ENSMUSG00000109009.1	+
chr7	144787041	144791808	ENSMUSG00000109442.1	-
chr8	10065054	10119632	ENSMUSG00000109545.1	+
chr13	74434781	74462689	ENSMUSG00000112964.1	-
chr13	74435050	74443994	ENSMUSG00000112964.1	-
chr13	74435547	74438849	ENSMUSG00000112964.1	-
chr13	74447272	74462719	ENSMUSG00000112964.1	-
chr13	74447295	74462695	ENSMUSG00000112964.1	-
chr13	74447541	74463429	ENSMUSG00000112964.1	-
chr13	74447709	74462693	ENSMUSG00000112964.1	-
chr13	74448279	74463351	ENSMUSG00000112964.1	-
chr3	159076364	159308081	ENSMUSG00000106053.1	+
chr12	107723740	107735488	ENSMUSG00000085641.1	-
chr12	107729361	107735496	ENSMUSG00000085641.1	-
chr4	129050097	129057983	ENSMUSG00000085085.2	-
chr10	44418400	44424324	ENSMUSG00000111078.1	-
chr11	60112219	60115230	ENSMUSG00000051008.5	-
chr9	91404474	91562818	ENSMUSG00000100341.1	+
chrX	72981823	72982344	ENSMUSG00000084944.1	+
chr6	126286649	126328686	ENSMUSG00000107623.1	-
chr11	32903137	32926160	ENSMUSG00000085402.1	-
chr6	126331750	126334588	ENSMUSG00000101659.1	+
chr11	33068551	33080521	ENSMUSG00000087318.1	+
chr6	126549869	126556169	ENSMUSG00000110390.1	-
chr3	34699640	34716660	ENSMUSG00000105153.4	-
chr3	34709623	34716662	ENSMUSG00000105153.4	-
chr12	107744136	107784041	ENSMUSG00000086975.1	-
chrY	26103541	26106778	ENSMUSG00000102977.5	-
chrY	26103961	26106325	ENSMUSG00000102977.5	-
chrY	26103961	26106325	ENSMUSG00000102977.5	-
chr6	134404077	134424353	ENSMUSG00000107767.1	-
chr9	60743120	60770276	ENSMUSG00000095956.2	+
chr9	60769602	60769955	ENSMUSG00000095956.2	+
chr1	16657552	16662278	ENSMUSG00000097744.1	+
chr1	36002985	36011044	ENSMUSG00000103708.1	-
chr1	36003068	36010990	ENSMUSG00000103708.1	-
chr5	15863928	15883766	ENSMUSG00000105185.4	-
chr5	15867204	15883829	ENSMUSG00000105185.4	-
chr1	36011072	36011894	ENSMUSG00000104201.1	+
chr9	122422136	122423376	ENSMUSG00000111192.1	+
chr13	66503160	66519523	ENSMUSG00000097483.2	-
chr13	66503166	66519887	ENSMUSG00000097483.2	-
chr9	122435818	122438165	ENSMUSG00000111146.1	-
chr9	122436112	122438134	ENSMUSG00000111146.1	-
chr5	52199984	52216434	ENSMUSG00000106464.1	-
chrY	26138802	26142144	ENSMUSG00000102547.1	+
chrY	26208875	26209897	ENSMUSG00000103842.1	+
chr13	73344665	73347384	ENSMUSG00000113346.2	-
chr3	29891014	29924191	ENSMUSG00000102590.1	+
chr3	29773466	29893177	ENSMUSG00000102574.1	-
chr13	74509598	74522461	ENSMUSG00000113019.1	-
chr9	91922664	91961118	ENSMUSG00000109896.1	-
chr13	74553910	74556948	ENSMUSG00000113047.1	-
chr13	74554100	74564256	ENSMUSG00000113047.1	-
chr13	74558412	74563874	ENSMUSG00000113047.1	-
chrY	56091402	56094749	ENSMUSG00000100242.1	-
chr6	87597747	87599187	ENSMUSG00000108118.1	+
chr6	72953236	72957247	ENSMUSG00000097569.2	+
chrY	26325925	26329160	ENSMUSG00000103462.5	-
chrY	26326349	26328708	ENSMUSG00000103462.5	-
chrY	26326349	26328708	ENSMUSG00000103462.5	-
chr12	73793483	73808371	ENSMUSG00000113321.1	+
chr12	73793488	73808411	ENSMUSG00000113321.1	+
chr12	73822587	73824554	ENSMUSG00000113699.1	+
chr10	102683265	102694082	ENSMUSG00000112845.1	+
chr10	102683270	102694556	ENSMUSG00000112845.1	+
chr10	102683270	102694569	ENSMUSG00000112845.1	+
chr13	74579358	74617881	ENSMUSG00000113204.1	-
chr13	74604945	74617310	ENSMUSG00000113204.1	-
chr13	74606785	74617702	ENSMUSG00000113204.1	-
chr13	74607137	74610034	ENSMUSG00000113204.1	-
chr13	74607137	74617310	ENSMUSG00000113204.1	-
chr13	74607137	74617560	ENSMUSG00000113204.1	-
chr13	74607137	74617702	ENSMUSG00000113204.1	-
chr13	74607493	74617945	ENSMUSG00000113204.1	-
chr13	74607540	74617945	ENSMUSG00000113204.1	-
chr13	74611339	74617238	ENSMUSG00000113204.1	-
chr13	100847433	100977915	ENSMUSG00000100596.1	+
chr13	4091286	4092636	ENSMUSG00000113788.1	+
chr4	55410443	55418842	ENSMUSG00000087070.1	-
chr4	55450684	55465814	ENSMUSG00000086346.1	-
chr1	160041701	160044331	ENSMUSG00000104111.1	-
chr13	101232127	101247551	ENSMUSG00000114590.1	+
chr1	160074735	160077918	ENSMUSG00000026729.9	-
chr1	160074735	160077985	ENSMUSG00000026729.9	-
chr1	160074970	160077942	ENSMUSG00000026729.9	-
chr15	85149254	85156132	ENSMUSG00000115924.1	-
chr7	113100168	113142023	ENSMUSG00000110009.1	-
chr7	113100234	113142015	ENSMUSG00000110009.1	-
chrY	77854094	77857332	ENSMUSG00000100722.1	+
chrY	77854547	77856912	ENSMUSG00000100722.1	+
chr10	29366740	29369564	ENSMUSG00000111646.1	+
chr10	29366740	29374945	ENSMUSG00000111646.1	+
chr7	43670841	43671314	ENSMUSG00000108783.1	-
chr10	103029479	103030344	ENSMUSG00000090638.1	-
chr9	72409268	72409878	ENSMUSG00000098801.1	+
chr13	101254294	101462208	ENSMUSG00000100733.2	+
chr13	101254319	101293434	ENSMUSG00000100733.2	+
chr13	101397670	101464160	ENSMUSG00000100733.2	+
chr9	14643772	14645792	ENSMUSG00000111198.1	+
chr9	14644541	14645792	ENSMUSG00000111198.1	+
chr5	15923755	15933406	ENSMUSG00000096936.1	-
chr13	101545206	101548279	ENSMUSG00000114400.1	+
chr16	5306801	5450664	ENSMUSG00000116029.1	+
chr9	122512549	122513598	ENSMUSG00000110984.1	-
chr9	122531746	122535020	ENSMUSG00000111221.1	-
chr9	122640169	122647830	ENSMUSG00000111143.1	-
chr9	122572499	122678965	ENSMUSG00000097736.8	+
chr9	122572501	122580647	ENSMUSG00000097736.8	+
chr9	122572502	122678250	ENSMUSG00000097736.8	+
chr9	122572502	122679596	ENSMUSG00000097736.8	+
chr14	51142870	51144117	ENSMUSG00000114985.1	-
chr19	24064793	24066452	ENSMUSG00000096796.1	+
chr15	89520096	89523677	ENSMUSG00000086602.1	-
chr1	188246140	188257885	ENSMUSG00000104482.1	+
chr10	22212653	22217241	ENSMUSG00000097108.1	+
chr4	55563265	55599296	ENSMUSG00000066176.3	+
chrY	78052004	78053545	ENSMUSG00000100366.1	+
chr4	55605149	55636901	ENSMUSG00000085375.1	+
chr7	12221316	12225807	ENSMUSG00000110042.1	+
chr13	119680040	119681588	ENSMUSG00000099872.1	+
chr1	38132083	38159892	ENSMUSG00000102716.1	+
chrY	56125273	56128511	ENSMUSG00000100167.6	+
chrY	56125725	56128091	ENSMUSG00000100167.6	+
chrY	56125725	56128091	ENSMUSG00000100167.6	+
chrY	56166623	56169519	ENSMUSG00000100144.6	+
chrY	56166732	56169096	ENSMUSG00000100144.6	+
chrY	56166732	56169096	ENSMUSG00000100144.6	+
chr6	48860329	48866083	ENSMUSG00000108084.1	+
chr6	48860424	48864444	ENSMUSG00000108084.1	+
chrX	14796735	14839980	ENSMUSG00000084907.1	+
chr7	144914470	144914637	ENSMUSG00000115783.1	+
chr10	116723067	116729177	ENSMUSG00000100198.1	-
chr7	4908886	4912357	ENSMUSG00000109441.1	-
chr4	55969023	55993739	ENSMUSG00000085643.1	-
chrX	15922304	15933344	ENSMUSG00000086048.7	-
chrX	15922304	15939249	ENSMUSG00000086048.7	-
chr10	95630237	95632239	ENSMUSG00000112439.1	-
chr10	95634483	95636425	ENSMUSG00000112538.1	+
chr5	52342086	52342360	ENSMUSG00000104751.1	-
chrY	869709	873309	ENSMUSG00000101107.1	-
chr3	101691789	101699632	ENSMUSG00000106070.1	+
chr3	101748124	101750009	ENSMUSG00000105642.1	+
chrY	26610456	26613352	ENSMUSG00000101513.6	-
chrY	26610879	26613243	ENSMUSG00000101513.6	-
chrY	26610879	26613243	ENSMUSG00000101513.6	-
chr5	100910001	100913707	ENSMUSG00000106255.1	-
chr7	145162996	145166957	ENSMUSG00000108967.1	+
chr5	101599314	101602375	ENSMUSG00000092503.1	+
chr13	90179217	90217142	ENSMUSG00000114541.1	-
chr10	116729253	116739760	ENSMUSG00000112924.1	+
chr5	101703586	101705850	ENSMUSG00000106164.1	+
chrY	26648450	26651786	ENSMUSG00000101809.1	+
chr13	4166503	4172845	ENSMUSG00000113744.1	+
chr5	101698133	101704063	ENSMUSG00000105097.1	-
chr4	56220617	56224521	ENSMUSG00000085020.1	-
chr13	90360130	90418100	ENSMUSG00000114204.1	-
chr4	132308678	132309971	ENSMUSG00000086290.8	+
chr4	132308678	132311022	ENSMUSG00000086290.8	+
chr4	132308678	132311024	ENSMUSG00000086290.8	+
chr4	132308693	132310759	ENSMUSG00000086290.8	+
chr4	132309629	132311024	ENSMUSG00000086290.8	+
chr4	132309818	132310995	ENSMUSG00000086290.8	+
chr4	132310187	132311024	ENSMUSG00000086290.8	+
chr1	36132042	36138746	ENSMUSG00000102202.1	+
chr13	59733630	59739185	ENSMUSG00000097502.2	+
chr13	59733645	59735210	ENSMUSG00000097502.2	+
chr13	59733650	59737470	ENSMUSG00000097502.2	+
chrY	64374713	64378051	ENSMUSG00000100329.1	-
chrY	64411147	64414386	ENSMUSG00000099940.1	+
chrY	64411600	64413966	ENSMUSG00000099940.1	+
chr13	59726724	59750140	ENSMUSG00000114903.1	+
chr13	59746333	59750119	ENSMUSG00000114903.1	+
chr1	71894068	71917125	ENSMUSG00000101211.1	-
chr1	71896742	71898935	ENSMUSG00000101211.1	-
chr1	71958998	72005195	ENSMUSG00000101848.1	-
chr1	71983681	72038731	ENSMUSG00000101764.1	-
chrY	78147088	78157505	ENSMUSG00000102111.1	-
chrY	78150852	78154091	ENSMUSG00000101060.1	+
chrY	78151305	78153671	ENSMUSG00000101060.1	+
chr11	23152140	23166375	ENSMUSG00000086366.1	+
chr7	51750796	51772726	ENSMUSG00000102124.1	-
chr14	51311497	51316760	ENSMUSG00000094991.2	+
chr14	51312848	51317768	ENSMUSG00000094991.2	+
chr14	51317335	51345489	ENSMUSG00000115540.1	-
chr7	104867993	104871766	ENSMUSG00000109641.1	+
chr13	112764848	112765616	ENSMUSG00000114286.1	+
chr10	95714001	95717507	ENSMUSG00000112519.1	-
chr10	95719133	95722489	ENSMUSG00000112289.1	-
chr10	95719485	95722500	ENSMUSG00000112289.1	-
chr10	95730183	95739356	ENSMUSG00000112188.1	+
chr10	95731227	95739353	ENSMUSG00000112188.1	+
chr3	20308407	20309915	ENSMUSG00000105208.1	+
chr11	51085087	51091833	ENSMUSG00000072982.1	+
chr6	146657218	146665403	ENSMUSG00000085238.1	+
chr4	12271399	12314583	ENSMUSG00000085909.1	+
chr9	14663022	14665099	ENSMUSG00000111085.1	+
chr10	11244790	11280998	ENSMUSG00000112356.1	-
chr10	11255549	11281221	ENSMUSG00000097007.2	-
chr14	46866576	46882757	ENSMUSG00000115100.1	-
chr14	46877998	46880702	ENSMUSG00000115100.1	-
chr14	46880335	46882757	ENSMUSG00000115100.1	-
chrY	26731225	26731671	ENSMUSG00000102104.1	-
chr9	52321896	52349311	ENSMUSG00000111561.1	-
chr9	52399274	52401968	ENSMUSG00000111780.1	-
chr9	52402096	52470346	ENSMUSG00000111520.1	+
chr9	52402098	52416796	ENSMUSG00000111520.1	+
chr3	34772075	34782346	ENSMUSG00000106519.1	+
chr3	34826669	34879283	ENSMUSG00000114832.1	+
chr3	105725901	105727147	ENSMUSG00000106317.1	-
chr3	35256462	35276131	ENSMUSG00000105651.1	-
chrY	78325294	78328635	ENSMUSG00000099479.1	-
chrY	78360628	78363865	ENSMUSG00000100849.1	+
chrY	78361081	78363445	ENSMUSG00000100849.1	+
chrY	78356809	78367279	ENSMUSG00000101115.1	-
chrX	150312601	150333065	ENSMUSG00000087360.2	-
chrX	150312951	150313364	ENSMUSG00000087360.2	-
chr1	72107155	72122001	ENSMUSG00000102123.1	-
chr9	52679863	52798774	ENSMUSG00000111020.1	+
chr14	69327999	69337082	ENSMUSG00000097511.2	-
chr14	69329707	69337097	ENSMUSG00000097511.2	-
chr14	69329707	69337114	ENSMUSG00000097511.2	-
chr14	69333735	69337165	ENSMUSG00000097511.2	-
chrY	56396951	56400297	ENSMUSG00000101021.1	-
chr5	88793896	88813470	ENSMUSG00000105640.1	+
chrX	110634586	110812324	ENSMUSG00000109088.1	-
chr12	15842758	15850625	ENSMUSG00000113629.1	-
chr10	18879735	18887029	ENSMUSG00000111318.1	-
chr10	95746077	95796831	ENSMUSG00000101517.6	+
chr10	95778917	95797236	ENSMUSG00000101517.6	+
chr12	15976264	15980488	ENSMUSG00000113739.1	-
chr8	15046212	15050770	ENSMUSG00000109965.1	+
chr10	22402883	22407470	ENSMUSG00000096937.1	+
chr3	20503098	20506208	ENSMUSG00000102636.1	-
chr6	86687823	86688428	ENSMUSG00000108197.1	-
chrY	56420276	56429767	ENSMUSG00000099485.1	+
chrY	56438870	56442111	ENSMUSG00000099548.1	+
chr11	51189833	51220418	ENSMUSG00000086646.7	-
chr11	51190251	51219526	ENSMUSG00000086646.7	-
chr16	69796135	69800381	ENSMUSG00000107073.1	-
chrY	26835628	26838863	ENSMUSG00000101929.6	-
chrY	26836048	26838411	ENSMUSG00000101929.6	-
chrY	26836048	26838411	ENSMUSG00000101929.6	-
chr1	91404879	91406029	ENSMUSG00000100253.1	-
chr8	33730534	33731814	ENSMUSG00000049476.12	-
chr8	33730534	33731819	ENSMUSG00000049476.12	-
chrY	26871887	26875234	ENSMUSG00000101971.1	+
chr10	95817570	95849118	ENSMUSG00000112599.1	+
chr10	95811337	95817895	ENSMUSG00000112771.1	-
chr8	10675348	10676913	ENSMUSG00000109258.1	-
chr9	122687068	122714333	ENSMUSG00000111577.1	-
chr9	122686799	122691377	ENSMUSG00000111068.1	+
chr9	122689629	122693642	ENSMUSG00000111068.1	+
chr15	52445122	52449761	ENSMUSG00000115241.1	+
chr13	101605618	101606233	ENSMUSG00000099774.1	-
chr10	95893443	95897257	ENSMUSG00000112400.1	+
chr12	15980647	16015545	ENSMUSG00000113930.1	-
chrX	99405331	99443797	ENSMUSG00000073051.4	-
chr8	10685351	10687390	ENSMUSG00000109503.1	+
chr19	33409131	33420642	ENSMUSG00000087112.1	-
chrX	99409571	99418895	ENSMUSG00000085053.1	-
chr17	60001418	60130875	ENSMUSG00000101606.1	-
chr11	46544209	46557067	ENSMUSG00000086981.2	+
chr11	46548413	46556068	ENSMUSG00000086981.2	+
chr15	3996039	4015858	ENSMUSG00000097662.1	+
chr3	126226327	126228357	ENSMUSG00000106503.1	+
chr10	29984178	30001432	ENSMUSG00000111195.1	-
chr10	29984178	30004378	ENSMUSG00000111195.1	-
chr4	13076140	13096806	ENSMUSG00000086227.1	+
chr19	11035417	11037635	ENSMUSG00000101264.1	-
chr8	10687948	10691410	ENSMUSG00000109432.1	+
chr8	10690166	10691706	ENSMUSG00000109432.1	+
chr9	53264615	53280985	ENSMUSG00000032048.3	+
chr17	23790532	23794241	ENSMUSG00000097732.2	+
chr9	32813734	32834104	ENSMUSG00000099148.1	+
chr10	44580517	44590238	ENSMUSG00000111463.1	-
chr12	16207733	16286119	ENSMUSG00000113586.1	+
chr12	16204911	16221279	ENSMUSG00000113975.1	-
chr12	16229750	16232227	ENSMUSG00000113892.1	-
chr12	16185773	16206037	ENSMUSG00000113735.1	+
chr12	16185779	16206044	ENSMUSG00000113735.1	+
chr12	16185793	16206044	ENSMUSG00000113735.1	+
chr12	16186388	16206041	ENSMUSG00000113735.1	+
chr12	16186900	16206472	ENSMUSG00000113735.1	+
chrY	78632526	78657490	ENSMUSG00000101321.1	-
chrY	78651259	78654053	ENSMUSG00000100328.6	+
chrY	78651713	78653633	ENSMUSG00000100328.6	+
chr3	80054892	80213085	ENSMUSG00000103181.1	+
chr10	44647518	44662496	ENSMUSG00000111034.1	+
chr10	44597889	44602174	ENSMUSG00000111116.1	-
chr10	44598720	44689081	ENSMUSG00000111535.1	+
chr10	44599867	44689081	ENSMUSG00000111535.1	+
chr15	52751427	52786267	ENSMUSG00000115137.1	-
chr15	52783381	52786267	ENSMUSG00000115137.1	-
chr8	71752026	71781322	ENSMUSG00000110462.1	-
chr3	9061964	9071074	ENSMUSG00000103116.1	+
chrY	35190746	35193986	ENSMUSG00000101626.6	-
chrY	35191166	35193532	ENSMUSG00000101626.6	-
chrY	35191166	35193532	ENSMUSG00000101626.6	-
chr9	32904937	32928966	ENSMUSG00000099025.1	-
chr9	33031791	33090799	ENSMUSG00000098519.1	+
chr19	11047617	11050566	ENSMUSG00000075010.4	-
chr12	102719977	102727322	ENSMUSG00000100006.1	-
chr9	33151292	33262516	ENSMUSG00000111645.1	+
chr4	138215714	138216189	ENSMUSG00000078519.3	+
chr6	12608996	12658956	ENSMUSG00000107422.1	+
chr9	33296244	33308803	ENSMUSG00000111467.1	+
chr9	33482183	33492014	ENSMUSG00000111878.1	-
chr9	33597365	33600468	ENSMUSG00000111276.1	+
chr1	121087405	121120956	ENSMUSG00000097881.7	+
chr1	121087471	121117760	ENSMUSG00000097881.7	+
chr1	121087474	121178441	ENSMUSG00000097881.7	+
chr1	121087529	121088932	ENSMUSG00000097881.7	+
chr7	19298260	19300770	ENSMUSG00000097266.1	-
chr6	134605234	134607681	ENSMUSG00000107728.1	-
chr9	33861203	33864019	ENSMUSG00000111265.1	+
chrX	27658223	27691564	ENSMUSG00000093817.7	+
chrX	27658246	27691624	ENSMUSG00000093817.7	+
chrX	27658161	27691519	ENSMUSG00000093817.7	+
chrX	27658190	27692894	ENSMUSG00000093817.7	+
chrX	27658190	27691917	ENSMUSG00000093817.7	+
