Probe	Chromosome	Start	End	Strand	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Ccr9	9	123678439	123783457	+	-7.559755	-7.126303	-7.3261356	-7.0073934
Lztfl1	9	123694416	123717625	-	0.67005736	0.49660343	-0.71990734	0.13257222
Gm17021	9	123772185	123790939	-	-4.2084618	-3.7750108	-3.9748428	-3.5040972
Fyco1	9	123789510	123851899	-	0.6894491	0.46685463	-0.66189426	1.4877899
Cxcr6	9	123806477	123811754	+	-6.2431717	-5.8097205	-6.0095525	-5.6908097
Xcr1	9	123852315	123862029	-	-5.3252716	-5.306858	-6.0916524	-6.924913
Ccr1	9	123962126	123968692	-	-6.8238087	-6.3903575	-6.5901895	-6.271447
Ccr1l1	9	123976949	123978408	-	-5.8684654	-5.4350142	-5.634846	-5.316104
Ccr3	9	124021971	124031689	+	-7.0331106	-6.5996594	-6.7994914	-6.480749
Ccr2	9	124101950	124113557	+	-7.99899	-7.565539	-7.765371	-7.4466286
Ccr5	9	124121543	124147699	+	-7.211581	-6.77813	-6.977962	-6.6592197
CAAA01180111.1	9	124292991	124311750	-	-1.0496978	-1.559663	-4.4599347	-4.1411924
Nlrp4g	9	124348831	124354028	+	-3.5423315	-5.8458457	-6.045678	-5.7269354
CAAA01154301.1	9	124422622	124424154	-	-1.6965625	-1.5850396	-1.1999091	-0.4661292
CAAA01217562.1	9	124438996	124440899	-	-1.3442609	0.20466739	-0.2361727	0.0825696
AC225723.1	9	124493731	124493793	-	-1.3339926	-0.9005414	-1.1003735	-0.7816311
9230019H11Rik	10	3119841	3129546	+	-6.808439	-6.3749876	-6.5748196	-6.2560773
H60c	10	3256208	3267771	-	-5.6646533	-6.3832054	-6.583038	-6.2642946
Ppp1r14c	10	3366150	3464975	+	-1.2582783	-2.613323	-6.272587	-3.6319163
Iyd	10	3540240	3554877	+	-6.02116	-5.587709	-5.787541	-5.4687986
Plekhg1	10	3740364	3967303	+	0.9547032	0.300396	-3.5407808	-2.045161
Mthfd1l	10	3973118	4167081	+	3.4312792	3.8170617	3.9503648	2.838413
Akap12	10	4266329	4359468	+	6.4309535	6.567119	3.3372808	3.761071
Zbtb2	10	4367074	4388108	-	1.8553938	1.8548901	1.8594166	0.9738005
RP24-538B17.1	10	4391587	4396424	+	0.5208796	-0.057257142	0.074116796	-0.085188255
Rmnd1	10	4401915	4432388	-	0.84768796	0.6752537	0.90901965	0.8887098
Gm16153	10	4409033	4423369	+	-3.4050827	-3.9716318	-4.1714635	-3.6600764
1700052N19Rik	10	4432467	4455141	+	1.3955153	1.4818825	1.5992717	1.5578667
Gm221	10	4482502	4562231	+	-3.5084903	-3.6600018	-3.8598337	-1.7862039
Esr1	10	4611593	5005614	+	-7.942485	-8.509034	-8.860869	-8.542127
Syne1	10	5020203	5069063	-	-1.2894804	-1.4822145	0.50863695	0.75698996
Gm10097	10	5069192	5071975	+	-6.799656	-6.3662047	-6.5660367	-6.2472944
AC159748.1	10	5336949	5550692	-	-3.019938	-3.218755	-7.8925185	-5.8368106
Myct1	10	5593728	5606787	+	-6.794985	-6.3615336	-6.5613656	-6.2426233
Vip	10	5639218	5647614	+	-5.933197	-5.499746	-5.699578	-5.380835
Fbxo5	10	5799160	5805600	-	4.686878	4.667	4.409691	3.7912161
Mtrf1l	10	5811887	5823910	-	0.24313271	0.15755573	0.97986263	0.5834439
Rgs17	10	5825663	5922400	-	-3.316541	-2.4680521	-4.5303807	-3.8637147
Gm10945	10	6740629	6761761	-	-1.2636033	-0.83015215	-1.0299841	-0.7112418
Oprm1	10	6758506	7038198	+	-8.329154	-7.895703	-8.095535	-7.7767925
Ipcef1	10	6885796	7052478	-	-6.3409	-6.322486	-8.259284	-5.7885385
Cnksr3	10	7119063	7212237	-	0.70970637	1.394441	1.9496951	1.274779
Ulbp1	10	7444873	7473477	-	-0.07944306	-0.64599186	-4.80002	-2.481278
Lrp11	10	7589800	7625483	+	1.2899734	1.6845618	0.044860337	0.5859951
Pcmt1	10	7629373	7681136	-	1.9900744	2.0443726	2.2172673	1.8336902
Nup43	10	7667503	7678881	+	2.8065176	3.3204415	3.240311	2.6069243
Lats1	10	7681209	7716458	+	0.92450565	1.0461125	0.88522667	0.95691454
Katna1	10	7726000	7763150	+	3.2498744	3.4256525	3.6602235	3.3769295
Gm20470	10	7743520	7761099	-	-2.575397	-3.1419458	-3.341778	-1.0230355
BC013529	10	7767947	7792800	-	2.110464	2.1946485	3.6942909	3.5014918
B430219N15Rik	10	7780268	7781357	+	-5.062345	-4.6288943	-4.676723	-4.5099835
6530403G13Rik	10	7792523	7792822	-	-1.4335283	-2.0000772	-0.19990921	-2.8811667
Ppil4	10	7792891	7823135	+	4.143725	3.9697275	3.0707936	3.0795085
Zc3h12d	10	7832470	7870397	+	-6.2036524	-6.7702017	-2.9700334	-3.0663285
Tab2	10	7905653	7956230	-	3.9802134	3.960477	4.5552397	4.426137
Ust	10	8204753	8518825	-	-0.38680935	-0.95335823	1.103718	0.948245
Sash1	10	8722219	8886070	-	2.428899	1.6495919	2.1254294	1.653625
Gm9930	10	9532531	9535681	-	-6.978307	-6.5448556	-6.7446876	-6.4259453
Samd5	10	9627259	9675208	-	-3.4895334	-4.0560827	0.7664533	0.38475597
Stxbp5	10	9755547	9901079	-	-2.2271895	-2.25317	0.020929087	0.0924202
9130014G24Rik	10	10335703	10472326	-	-5.800899	-7.5194516	-7.7192836	-7.400541
Rab32	10	10545011	10558233	-	-2.9244409	-2.6429927	-3.2053947	-0.9935676
Gm10944	10	10681348	10681858	+	-1.0291381	-0.595687	-0.795519	-0.47677654
Grm1	10	10686059	11082356	-	-6.105576	-7.6721253	-8.023961	-7.553215
Shprh	10	11149427	11217595	+	1.5369663	1.5832436	0.96323055	1.4427088
Gm16577	10	11212280	11212979	-	-4.084293	-3.802845	-1.2657113	-3.5319314
Fbxo30	10	11281330	11298052	+	2.76244	2.7906654	2.8851185	3.5248072
Epm2a	10	11343404	11459644	+	-2.1323779	-2.8688517	-3.8462913	-1.6910477
Gm9797	10	11609257	11610438	+	-2.8267612	-2.656345	-2.00818	-3.2744
Utrn	10	12382188	12861735	-	3.3776872	3.2214994	2.726999	3.949219
Stx11	10	12939983	12964259	-	-2.0388043	-1.8277457	1.372353	1.3691673
Sf3b5	10	13008450	13009182	+	4.4120474	4.5752583	5.120419	4.6848507
Plagl1	10	13090691	13131694	+	-3.3357751	0.033861026	-7.8025956	-7.635856
Fam164b	10	13149540	13177991	-	-5.492422	-5.058971	-5.258803	-4.9400606
Ltv1	10	13178640	13193137	-	5.3737025	5.449499	5.328112	4.7817607
Phactr2	10	13207717	13474396	-	-2.5475252	-2.3298025	-1.7973305	-1.0358055
Fuca2	10	13499540	13519035	+	-0.96076834	-0.5400283	1.1644746	1.8381879
Pex3	10	13523842	13553142	-	0.8514056	0.5726591	1.2233796	1.261102
Adat2	10	13552894	13563376	+	0.5995491	0.6883521	1.4419776	0.8072624
Aig1	10	13647054	13868980	-	-3.3715005	-3.2376096	-2.3565216	-1.7530496
Hivep2	10	13966379	14151376	+	-1.5275242	-1.9162859	-4.417288	-2.9517038
Gpr126	10	14402585	14545036	-	-3.4797256	-4.2686667	-3.468499	0.18016443
Gm10335	10	14523062	14523571	+	-2.199063	-2.765612	-1.1580889	-1.3247734
Vta1	10	14654755	14705560	-	2.736078	2.7920797	3.1304412	3.0522537
Gm16234	10	14664220	14668318	+	-1.2904032	-2.4419146	-1.182315	-2.0010762
Gje1	10	14715623	14718214	-	-5.736091	-5.4546432	-5.654475	-5.3357325
AC111044.1	10	14745362	14746117	-	0.18724422	-0.011572741	0.78859514	-0.7551589
Nmbr	10	14760221	14770583	+	-5.5130486	-5.0795975	-5.4314327	-5.1126904
Cited2	10	17723228	17725673	+	3.4674857	3.7800825	4.454901	4.2316856
Gm20655	10	17793106	17799921	-	-4.242409	-3.8089578	-4.00879	-3.6900477
Txlnb	10	17796226	17845665	+	-0.93053466	-1.0682402	-5.812392	-4.756685
Heca	10	17900466	17948067	-	0.87971836	0.86409044	0.7042247	2.084696
3110003A17Rik	10	18011263	18023252	-	3.556718	3.776888	3.698914	3.6100903
Reps1	10	18055861	18125155	+	1.6592557	1.9987997	2.2305079	2.2353463
Ect2l	10	18129022	18210890	-	-6.8585496	-6.4250984	-6.6249304	-6.1541853
Ccdc28a	10	18213676	18234998	-	0.38090172	0.23457055	-0.18249215	0.7212127
Nhsl1	10	18390322	18533892	+	-0.19430798	-0.038893472	1.5432739	1.1630375
Hebp2	10	18540123	18546076	-	-2.1040664	-0.38521323	1.9109125	1.0482078
D10Bwg1379e	10	18588011	18743758	-	-1.9051493	-1.2997453	-5.167956	-1.9286482
Gm4922	10	18779813	18785011	-	-6.285971	-5.85252	-6.0523524	-5.7336097
Perp	10	18845071	18857073	+	2.2246757	2.2003849	6.7227373	6.5652666
Tnfaip3	10	19000910	19015657	-	-1.9576018	-2.1639752	-0.6002474	-0.11377763
Olig3	10	19356560	19358606	+	-2.5035653	-2.963199	-6.122389	-5.8036466
Ifngr1	10	19591949	19610229	+	-0.050579607	0.09336486	1.5760505	1.29869
Il22ra2	10	19621998	19634681	+	-6.64327	-6.2098193	-6.409651	-6.0909085
9230106D20Rik	10	19644750	19660801	+	-5.8140936	-5.380643	-5.5804744	-5.261732
Il20ra	10	19712587	19760053	+	-6.3846188	-5.951167	-6.1509995	-5.8322573
Slc35d3	10	19847917	19851459	-	-2.5650082	-2.131557	-6.483392	-6.012646
Pex7	10	19859929	19907689	-	0.8816338	1.3695327	0.5163512	0.9430089
Map3k5	10	19934472	20142753	+	-0.91022694	0.2162466	-0.617714	-1.710167
Mtap7	10	20148471	20281589	+	3.4630466	3.2317228	0.9806973	1.8862295
4933406P04Rik	10	20310506	20312294	-	-6.0096474	-4.576196	-4.776028	-5.6092887
Bclaf1	10	20312469	20342501	+	6.493816	6.340184	5.805017	5.568456
Fam54a	10	20347819	20361669	+	1.58349	1.7434397	2.2364857	1.819706
Pde7b	10	20398004	20725078	-	-8.176891	-7.7434406	-7.9432726	-7.6245303
4930403O15Rik	10	20515327	20518164	-	-5.5089974	-5.0755463	-5.2753787	-4.956636
Ahi1	10	20952547	21080428	+	1.0771801	1.4222362	-0.046985816	0.29073972
Myb	10	21124930	21160984	-	1.3222964	1.0588166	-6.862874	-6.5441318
Hbs1l	10	21295979	21368889	+	3.2751887	3.4948196	3.324114	3.22942
Aldh8a1	10	21377291	21396585	+	-7.304386	-6.8709354	-7.2227697	-6.9040275
1700021A07Rik	10	21425342	21425650	+	-3.6281755	-3.1947246	-3.3945565	-3.075814
1700020N01Rik	10	21593158	21621776	+	-4.1672845	-3.733833	-3.9336653	-3.614923
Gm5420	10	21690845	21693978	+	-6.46393	-6.030479	-6.230311	-5.9115686
Sgk1	10	21882184	21999903	+	3.7213361	3.782272	-0.67595065	0.053987183
4930444G20Rik	10	22066309	22068079	-	-4.4100957	-4.561607	-5.9134417	-5.5947
E030030I06Rik	10	22113050	22149270	-	-1.1622262	-1.688133	-2.4729278	-1.3468305
Gm4895	10	22153280	22154047	-	-4.941675	-4.508224	-4.708056	-4.3893137
H60b	10	22158586	22288849	+	0.13588898	-0.6233049	-5.3674574	-5.048715
Raet1c	10	22173521	22374139	+	2.371117	1.891753	-0.4000015	0.13024502
Raet1d	10	22361894	22374139	+	2.183982	1.6584601	0.9650887	0.5594655
Slc2a12	10	22645011	22704285	+	-5.253537	-4.235123	-2.2650304	0.067008875
Tbpl1	10	22703879	22731938	-	2.4235551	2.4205043	3.5469189	3.211295
Tcf21	10	22817279	22820128	-	-5.612921	-5.1794705	-5.379302	-5.0605597
Eya4	10	23104168	23349895	-	-4.0682077	-3.9973264	-5.0045137	-3.6857712
Rps12	10	23785211	23787195	-	8.151067	8.444734	9.600296	8.411024
1110021L09Rik	10	23796986	23827968	+	0.102799416	-0.9815978	-1.8335065	-1.0001909
Vnn3	10	23851462	23869843	+	-6.1792836	-5.7458324	-5.9456644	-5.626922
Vnn1	10	23894688	23905343	+	-4.858152	-5.009663	-3.887567	-1.80329
Taar1	10	23920356	23921469	+	-5.478246	-5.044795	-5.244627	-4.9258847
Taar2	10	23938572	23941583	+	-5.351066	-4.917615	-5.117447	-4.7987046
Taar3	10	23949516	23950622	+	-5.469152	-5.0357013	-5.2355328	-4.9167905
Taar4	10	23960494	23961537	+	-5.3846188	-4.9511676	-5.1509995	-4.8322573
Taar5	10	23970661	23971782	+	-5.4885697	-5.0551186	-5.2549505	-4.9362082
Taar6	10	23984609	23985646	-	-5.3763037	-4.942852	-5.1426845	-4.823942
Taar7a	10	23992405	23993481	-	-5.4295154	-4.996064	-5.195896	-4.877154
Taar7b	10	23999939	24001015	+	-5.4295154	-4.996064	-5.195896	-4.877154
Taar7d	10	24027222	24028298	+	-5.4295154	-4.996064	-5.195896	-4.877154
Taar7e	10	24037548	24038762	+	-5.6034536	-5.170002	-5.3698344	-5.051092
Taar7f	10	24049482	24050652	+	-5.550238	-5.116787	-5.316619	-4.9978766
Taar8a	10	24076500	24077534	+	-5.372128	-4.9386764	-5.138509	-4.8197665
Taar8b	10	24091195	24092320	-	-5.493704	-5.0602527	-5.260085	-4.9413424
Taar8c	10	24100843	24101951	-	-5.4717565	-5.0383053	-5.2381372	-4.919395
Taar9	10	24108389	24109582	-	-5.5783	-5.144849	-5.344681	-5.0259385
Gm15137	10	24126069	24132480	+	-4.5316386	-4.0981874	-4.2980194	-3.979277
Stx7	10	24149317	24188959	+	1.9380305	2.1984172	2.9035883	3.2620633
Moxd1	10	24223517	24302790	+	-3.3882322	-1.7703564	-6.6140447	-3.4879475
Gm15271	10	24447490	24452657	+	-6.3997397	-5.9662886	-6.166121	-5.8473783
Gm15270	10	24549441	24597108	-	-0.8506754	-1.9674215	-6.1266117	-3.655866
Ctgf	10	24595442	24598683	+	3.6988492	3.854962	-1.6460394	-0.1804556
Enpp1	10	24637914	24712159	-	-5.721676	-4.925655	-7.295412	-4.8067446
Enpp3	10	24773814	24836195	-	4.121006	4.512974	-6.5820127	-4.5263047
Med23	10	24869986	24913681	+	2.094096	2.1840777	1.2484658	1.2054843
Arg1	10	24915208	24927470	-	-2.7321866	-2.4913807	-5.4985676	-5.179825
Akap7	10	25169090	25307870	-	0.7823721	0.7918858	0.68872976	1.1105657
Epb4.1l2	10	25359798	25523519	+	4.663399	4.4400105	4.7977104	4.398456
AC153547.1	10	25527943	25536272	-	-4.7533174	-4.319866	-4.5196986	-4.2009563
Tmem200a	10	25991186	26079052	-	-3.6264238	-3.9705803	-6.9777675	-6.811028
Gm9767	10	26078255	26079447	+	-5.5770907	-5.14364	-5.343472	-5.0247293
Samd3	10	26229707	26272172	+	-7.1519403	-6.7184896	-6.918321	-6.599579
L3mbtl3	10	26274468	26375185	-	0.23401703	0.69646794	0.7997806	0.44045115
Arhgap18	10	26753421	26918648	+	-1.0195128	-0.39080524	-0.23620643	1.2056841
Lama2	10	26981288	27616942	-	-5.8650026	-5.4315515	-8.368349	-8.049606
Gm10145	10	27936364	27936828	+	-4.2177997	-3.7843485	-3.9841807	-3.6654384
Ptprk	10	28074820	28597397	+	3.168384	3.1906397	1.4778781	1.8371103
Themis	10	28668360	28883818	+	-4.1754546	-3.8244655	-8.263763	-7.945021
2310057J18Rik	10	28972288	28986303	-	-6.2162476	-5.7827964	-5.9826283	-5.663886
AC107669.1	10	29030128	29030691	+	-2.022333	-3.9108098	-1.1106418	-2.7918994
Gm9996	10	29143282	29144194	-	-5.191184	-4.7577324	-4.957565	-4.6388226
6330407J23Rik	10	29143996	29199630	+	1.8982327	1.5901743	-3.110642	-4.5992546
9330159F19Rik	10	29211643	29230779	+	-0.29217243	-1.5899044	-7.433593	-6.1148505
Echdc1	10	29313166	29346661	+	1.2237486	1.6363661	1.114606	2.040006
Rnf146	10	29344178	29362442	-	1.7907486	1.9375784	1.9248321	2.0564888
Rspo3	10	29453109	29535867	-	-3.8449545	-3.674538	-6.3483014	-5.8775554
Gm10275	10	29698746	29699379	-	-1.5130486	-2.0795975	-1.4720746	-2.9606872
Cenpw	10	30196011	30200540	-	1.7106911	1.6456888	2.1828222	1.8958435
Trmt11	10	30534225	30600749	-	2.6438987	2.7929664	2.3679817	2.3136172
Hint3	10	30608141	30618479	-	0.6768956	0.2316532	0.9105148	2.3736472
Ncoa7	10	30645584	30803107	-	1.8504589	1.5231557	0.048246052	0.5359646
Hey2	10	30832359	30842801	-	-2.7136362	-3.08754	-6.439375	-5.96863
Gm5422	10	31248140	31251045	+	-6.8615317	-6.2760777	-6.627913	-6.3091702
Hddc2	10	31313382	31328204	+	0.9432585	1.6218222	1.9209503	1.0943696
Tpd52l1	10	31332380	31445921	-	1.697543	1.8640553	-0.23389718	0.0848452
Rnf217	10	31502313	31609184	-	-2.2838135	-1.0727546	0.5687157	0.46119314
Nkain2	10	32329765	32410335	-	-3.44947	-3.0160189	-3.215851	-2.8971086
Nkain2	10	32889905	32890462	-	-4.480834	-4.047383	-4.2472153	-3.9284728
Trdn	10	33083483	33476709	+	-6.3449	-7.063452	-7.263284	-6.944542
Clvs2	10	33512286	33624769	-	-2.7823372	-3.0732515	-7.948649	-7.629906
Gm15939	10	33624246	33662432	+	-6.424819	-5.991368	-6.1912	-5.8724575
Gm4794	10	33766424	33782115	-	-5.1413474	-4.707896	-4.907728	-4.5889864
Gm10327	10	33808497	33809498	-	-5.3253794	-4.891928	-4.9397573	-4.773018
Sult3a1	10	33863935	33879475	+	-5.3887587	-4.955307	-5.1551394	-4.836397
Rsph4a	10	33905111	33916021	+	1.7064435	-0.17867444	-6.9567747	-4.9010663
Zufsp	10	33926936	33951212	-	1.9056886	1.7012073	0.6673852	1.1179175
Gm17567	10	33994989	33995054	-	-1.2491037	-0.9676557	-1.1674877	-0.8487454
Rwdd1	10	33996555	34019624	-	5.491817	5.558775	5.8728085	5.5051055
Bet3l	10	34037597	34109813	+	-5.5649467	-5.131496	-5.331328	-5.012585
Fam26d	10	34038784	34044313	-	-7.215471	-6.7820196	-6.9818516	-6.6631093
Fam26e	10	34091352	34096519	-	-2.199871	-2.5737748	-5.92561	-5.606868
Fam26f	10	34126069	34127972	-	-4.281525	-1.3886425	-5.047906	-4.881167
Dse	10	34151394	34207551	-	3.2576997	3.3580246	2.7293491	2.5320766
Tspyl1	10	34282190	34284885	+	2.6275043	2.2833478	2.3188052	2.6375475
Nt5dc1	10	34288288	34418552	-	1.3644989	1.3893965	1.6174833	1.1668388
Tspyl4	10	34297421	34301308	+	-1.7032573	-1.4481435	-2.5739748	-2.4072356
Col10a1	10	34389981	34397085	+	-6.816657	-6.3832054	-6.7350407	-6.4162984
Frk	10	34483400	34611226	+	-3.7327878	-3.1924217	-7.199609	-4.880866
Amd2	10	35708691	35711891	-	-6.8490167	-5.4155655	-6.7674003	-6.448658
Hs3st5	10	36506814	36834397	+	-7.440192	-7.006741	-7.206573	-6.8878307
Hdac2	10	36974544	37001889	+	4.28127	4.1355033	3.8852663	3.629693
Marcks	10	37133375	37138920	-	3.1409717	3.2791708	2.8564878	4.0458965
5930403N24Rik	10	37139558	37141679	+	-6.2559185	-5.8224673	-4.437337	-4.703557
AC153539.1	10	38820541	38821779	-	-5.398372	-4.9649205	-5.164753	-4.8460107
Lama4	10	38965515	39110188	+	-4.304177	-4.242695	-6.5299892	-2.7849822
1700025K23Rik	10	39118804	39133914	-	-2.584521	-3.3030734	-6.8248334	-4.354088
Tube1	10	39134023	39151058	+	1.0070183	0.51990396	0.4552315	0.6894404
Wisp3	10	39150971	39163794	-	-5.8263545	-5.392904	-5.5927353	-5.273993
Fyn	10	39368855	39565381	+	1.039576	1.3025438	2.1276293	2.0925975
Gm16364	10	39556071	39558062	-	-5.715364	-5.281913	-5.481745	-5.1630025
Gm16365	10	39558496	39613682	-	-5.8161445	-5.382693	-4.430522	-5.263783
Traf3ip2	10	39612934	39655307	+	-0.84348786	-0.6194902	1.1750312	1.602708
E130307A14Rik	10	39621412	39732007	-	-3.483058	-2.765814	-4.1880383	-2.8692958
Rev3l	10	39732118	39875211	+	2.5073626	2.184103	-0.39800656	1.0458775
RP24-170A20.3	10	39890018	39899238	-	-1.9390428	-1.8175356	-1.7878859	-0.8561667
2010001E11Rik	10	39920382	39926923	-	-6.362688	-6.0812397	-6.281072	-4.8103266
G630090E17Rik	10	39946907	39960153	-	-6.1600366	-5.7265854	-5.9264174	-4.455672
BC021785	10	39958061	39986646	-	-7.7619343	-7.3284826	-6.528315	-7.3615756
AI317395	10	40001575	40025268	-	-5.6188664	-6.1854153	-3.5778923	-6.066505
AC168279.1	10	40011866	40012873	+	-5.3339925	-4.9005413	-5.1003737	-4.781631
Slc16a10	10	40033535	40142254	-	-1.7689594	-1.2857553	-1.2389474	-1.6571704
Rpf2	10	40223246	40246979	-	5.6212206	5.757436	5.8769064	5.154782
Gtf3c6	10	40249203	40257665	-	6.227202	5.9156265	5.5393753	4.9078875
Amd1	10	40287458	40302188	-	5.632799	5.600035	6.250402	5.525256
4930520K10Rik	10	40348508	40350103	-	-5.491139	-5.0576878	-5.2575197	-4.9387774
Cdk19	10	40349308	40483818	+	1.1682299	0.39050016	1.2292356	1.2577025
Slc22a16	10	40570336	40604132	+	-6.595117	-6.1616664	-6.361498	-6.0427556
Ddo	10	40630011	40649931	+	-5.755456	-6.474008	-6.6738405	-6.3550982
9030224M15Rik	10	40683282	40811083	+	-5.9350853	-5.3496313	-5.7014666	-5.382724
Cdc40	10	40831626	40883143	-	3.2605245	3.0990293	3.1675441	2.7852619
Wasf1	10	40883475	40938570	+	3.0186934	3.1097214	0.33149967	-0.63926476
Gpr6	10	41069989	41072285	-	-6.149503	-5.716052	-5.915884	-5.5971417
Fig4	10	41188172	41303241	-	2.9952123	2.9893003	2.2668192	2.8203268
Akd1	10	41316247	41348269	+	-5.8377047	-5.556257	-5.756089	-5.4373465
Akd1	10	41351711	41433288	+	-3.201889	-6.768438	-7.120273	-6.801531
Zbtb24	10	41450396	41465571	+	1.7177413	1.4705342	1.0711378	1.7338345
Mical1	10	41476314	41487032	+	0.7763183	0.65542233	0.2284569	0.12549798
Smpd2	10	41485642	41490369	-	-0.56193876	-0.001854132	0.3792295	0.24460629
Ppil6	10	41490439	41514284	+	-3.6777387	-4.8292503	-5.181085	-2.7103398
Cd164	10	41519500	41531042	+	5.1308165	5.0880227	6.170578	6.4725876
Ccdc162	10	41538846	41709300	-	-3.5612261	-3.407883	-5.830107	-3.3958879
Gm17196	10	41553762	41556552	+	-3.7871652	-3.3537142	-3.5535462	-3.2348037
5730435O14Rik	10	41568016	41576476	+	-4.801728	-4.3682766	-4.5681086	-4.2493663
Cep57l1	10	41718840	41809607	-	3.3094687	3.0126944	2.4180593	2.704289
Sesn1	10	41810574	41908424	+	0.9840276	0.81413764	-0.07118374	0.4678248
Armc2	10	41914990	42018442	-	-6.0160847	-4.1232014	-4.4605374	-3.763283
Foxo3	10	42181841	42276755	-	1.6870995	1.5543617	1.0191581	1.9063984
Lace1	10	42312585	42478565	-	0.37115738	0.4420385	0.5223144	0.63273966
Snx3	10	42502030	42535381	+	4.1746655	4.2994714	5.0041947	4.7519283
Nr2e1	10	42561963	42583632	-	-7.214305	-6.780854	-5.2437205	-6.6619434
Ostm1	10	42583822	42702459	+	0.040002696	-0.04034759	0.37783274	0.94952077
Gm15200	10	42698036	42698518	-	-2.8841896	-3.6027417	-2.6505704	-3.331828
Gm15199	10	42740539	42758660	-	-4.4388614	-4.0054107	-4.2052426	-3.8865004
Sec63	10	42761496	42832514	+	2.4254544	2.462977	2.826356	2.6632946
Scml4	10	42860370	42960780	+	-8.272032	-7.6865773	-8.038413	-7.7196703
Sobp	10	43002501	43174530	-	-3.0940325	-3.2455437	-3.552291	-3.7640636
9030612E09Rik	10	43174704	43176562	+	-6.0650206	-5.7835727	-5.983405	-5.6646624
Pdss2	10	43221486	43464882	+	0.23074773	0.15452456	0.79542595	0.6638103
AC152922.1	10	43456424	43456501	-	-0.49011183	-1.0566607	-0.25649273	-0.93775046
Bend3	10	43479140	43515396	+	3.6667104	3.3932314	2.8840156	2.116618
Gm9803	10	43524102	43524617	+	-4.36794	-3.9344888	-4.1343207	-3.6635754
1700021F05Rik	10	43525121	43540994	-	3.6633787	3.8834605	4.4653363	4.3116508
Cd24a	10	43579169	43584262	+	3.4868271	4.503926	1.075111	2.4834907
F930017D23Rik	10	43593427	43630916	+	-6.1982775	-5.7648263	-5.9646583	-5.6459155
AC153536.1	10	43821231	43822238	+	-5.3339925	-4.9005413	-5.1003737	-4.781631
Qrsl1	10	43874188	43901745	-	1.0349437	0.7464968	1.2798783	0.9995
Rtn4ip1	10	43901807	43947862	+	1.0075892	1.428273	1.4033445	1.8523433
Aim1	10	43950307	44004846	-	-1.8132074	-1.2014192	-2.5421138	-1.1689237
Atg5	10	44268358	44364291	+	2.9242928	3.1112185	2.8007808	2.7882245
Prdm1	10	44437177	44528501	-	0.24253929	-0.33639336	-7.5462093	-5.075464
Gm4795	10	45006110	45007117	+	-5.3339925	-4.9005413	-5.1003737	-4.781631
Prep	10	45067206	45158997	+	3.6099522	3.6694531	4.990878	4.7945824
Popdc3	10	45178098	45318452	+	-3.9072285	-3.7957056	-0.5361059	-0.67679524
Gm15934	10	45287311	45289424	-	-4.3928866	-3.9594352	-4.1592674	-3.840525
Bves	10	45335762	45369708	+	-2.3954322	-1.2514877	2.0369668	2.0638201
Lin28b	10	45376620	45470201	-	2.719067	3.1870158	-0.97805095	-1.0292583
Hace1	10	45577829	45712345	+	0.29035568	0.022092106	0.51374286	0.18589897
Grik2	10	49099460	49788766	-	-8.370733	-6.785279	-8.137115	-7.818372
Ascc3	10	50592669	50851202	+	3.0381823	3.024056	1.9680206	2.7344365
Sim1	10	50895651	50989152	+	-4.5897875	-5.29384	-6.8156004	-4.326933
Gp49a	10	51480632	51486316	+	-6.397687	-5.964236	-6.164068	-5.8453255
Lilrb4	10	51480640	51496613	+	-5.898777	-5.465326	-5.6651583	-5.3464155
Fam162b	10	51585420	51590480	-	-4.597504	-4.0120497	-4.363885	-4.0451427
Gprc6a	10	51614823	51631458	-	-6.8364925	-6.403042	-6.6028733	-6.284131
Rfx6	10	51677756	51730429	+	-3.8467615	-5.1502757	-7.0870733	-6.768331
4933411G06Rik	10	51756174	51757194	-	-5.35248	-4.9190288	-5.1188607	-4.8001184
Vgll2	10	52022502	52028471	+	-5.89296	-5.6115117	-5.811344	-5.4926014
