gene	chr	strand	start	end	ESC_WT-1	ESC_WT-2	ESC_TET1KO-1	ESC_TET1KO-2	ESC_TET2KO-1	ESC_TET2KO-2	day3_WT-1	day3_WT-2	day3_TET1KO-1	day3_TET1KO-2	day3_TET2KO-1	day3_TET2KO-2	day6_WT-1	day6_WT-2	day6_TET1KO-1	day6_TET1KO-2	day6_TET2KO-1	day6_TET2KO-2
4930511I11Rik	chr17	+	28667805	28675920	0.05	0.1324	0.108	0.0648	0.0865	0.1082	0.067	0.1072	0.0886	0.0843	0.0653	0.1096	0.0913	0.1203	0.05	0.05	0.05	0.05
Zfp948	chr17	+	21704009	21725649	2.411	2.6535	1.7001	1.8145	2.5179	2.2208	4.19	4.635	3.0446	2.6979	2.6693	2.6387	5.3818	6.3821	5.0368	4.8092	5.6404	7.0337
Ccdc78	chr17	+	25923524	25927458	0.5068	0.7325	0.2824	0.6249	1.051	0.8283	0.2312	0.1519	0.2565	0.2451	0.2652	0.3683	0.2155	0.2066	0.1926	0.2942	0.2245	0.2204
3300005D01Rik	chr17	+	5798656	5803242	0.1268	0.0642	0.075	0.05	0.05	0.05	0.05	0.0664	0.0666	0.05	0.05	0.05	0.0678	0.05	0.0667	0.05	0.05	0.05
Smok2a	chr17	+	13414053	13420524	0.1234	0.111	0.05	0.05	0.1402	0.05	0.05	0.05	0.05	0.05	0.05	0.0623	0.05	0.05	0.05	0.05	0.05	0.05
Spast	chr17	+	74738326	74790453	6.5574	7.5508	6.6829	7.1212	6.8912	7.6533	9.6143	9.5742	10.3995	9.534	9.8907	10.0759	10.4818	9.4652	8.5924	8.6327	9.7502	9.8714
Sepx1	chr17	+	24873586	24879723	10.5601	9.8761	12.7191	10.9668	10.696	11.9784	8.9138	8.4555	8.1062	7.7259	9.5993	8.7747	8.4554	7.1122	9.3517	8.7203	7.4195	6.3035
Daxx	chr17	+	34046389	34052535	14.2872	17.6226	15.425	15.7694	17.4959	18.1568	16.5917	16.65	15.2091	15.2919	15.1628	14.3245	11.9633	11.6784	8.3557	9.8147	8.7612	9.1805
Zfp57	chr17	+	37138107	37147674	75.3984	85.7461	100.0306	95.8727	115.0458	108.819	7.6151	6.2153	7.7398	6.9632	7.0324	8.4688	6.8301	6.8104	7.1721	6.3585	7.7899	8.3237
Fert2	chr17	+	64245366	64488845	4.8432	4.5376	4.6422	3.9919	3.7793	3.3363	3.639	3.531	2.8092	3.0919	3.3564	3.5348	5.5224	5.5337	4.362	5.0978	6.8363	6.4526
Ggnbp1	chr17	+	27154979	27173323	5.1594	4.4716	3.7248	3.6094	4.9757	4.4435	1.8108	1.2646	1.3518	1.2499	1.5107	1.6948	0.7521	0.7747	0.47	0.4569	0.5236	0.8628
2410091C18Rik	chr17	+	79336474	79347392	5.2608	4.3353	3.6604	4.2427	4.3382	4.1857	7.6252	5.5035	5.4253	6.4496	7.4489	7.714	4.5693	4.9001	3.8237	4.2611	4.9031	5.059
Ccr6	chr17	+	8428907	8449994	0.05	0.05	0.05	0.05	0.05	0.05	0.059	0.05	0.0602	0.05	0.05	0.0605	0.05	0.0624	0.05	0.05	0.05	0.05
Unc5cl	chr17	+	48594225	48608009	0.9402	0.9729	1.2115	0.7483	1.0378	0.9392	0.4126	0.228	0.1777	0.2036	0.1634	0.2662	0.0982	0.1321	0.0877	0.0927	0.1245	0.1111
Tagap	chr17	+	8118864	8127762	0.0607	0.0677	0.4451	0.4437	0.4628	0.5304	0.05	0.0637	0.5972	0.7398	0.6386	0.705	0.0722	0.05	0.4884	0.5416	0.512	0.627
Pgp	chr17	+	24607417	24608541	18.5412	20.2153	22.2993	21.6809	19.7358	26.617	28.4057	26.4081	27.1792	26.9788	34.2206	33.0885	22.7581	19.8679	15.7934	19.8998	19.4587	19.0924
Dcpp2	chr17	+	24035688	24037754	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Zfp52	chr17	+	21672502	21699565	1.7184	1.8595	1.4953	1.4724	1.4387	1.4105	2.2721	2.5966	3.0602	2.8341	1.9272	1.8979	1.6479	1.5209	1.4775	1.796	1.537	1.9995
Actl9	chr17	+	33569843	33571212	0.05	0.05	0.05	0.05	0.05	0.0617	0.05	0.05	0.0656	0.05	0.05	0.05	0.05	0.05	0.0656	0.05	0.05	0.0658
Zfp563	chr17	+	33226311	33247649	0.7898	0.668	0.8668	0.7167	0.729	0.6364	0.7561	0.8477	0.8513	0.8752	0.8295	0.9147	1.0135	0.9413	1.348	1.1399	1.1604	1.0097
AI661453	chr17	+	47573587	47607587	1.4053	1.2383	1.9439	1.5624	0.7589	0.6916	3.1305	3.4991	5.9653	5.2904	3.0059	2.7655	3.7793	4.2326	5.2696	4.5657	1.5613	2.1747
Slc37a1	chr17	+	31432427	31487643	2.4211	3.5616	1.5682	1.5813	2.4754	2.7942	1.1132	0.8687	1.4144	1.4513	1.0075	1.2045	0.5717	0.6209	0.9363	0.6232	0.3362	0.4622
Lix1	chr17	+	17539649	17596351	0.5468	0.6301	0.9057	0.9311	0.9596	0.9199	0.918	1.0537	1.0666	0.7767	0.901	0.8407	2.8399	2.4672	2.6171	1.9609	3.5416	2.3734
H2-Q7	chr17	+	35576099	35580718	2.2274	0.9138	0.7579	0.4016	0.4699	0.5519	2.996	2.4469	1.021	1.7273	2.1321	2.1743	1.4586	1.1442	0.6353	0.9164	1.4878	1.5013
Uhrf1	chr17	+	56442759	56462909	67.7643	87.1427	106.1316	98.622	93.558	90.0671	49.6566	47.9275	55.3978	55.4855	56.5332	58.4577	39.5978	34.6734	30.022	42.3186	43.0027	42.2155
3110052M02Rik	chr17	+	21787577	21801933	0.3879	0.3538	0.4308	0.3948	0.3915	0.278	0.4525	0.5125	0.4794	0.4404	0.515	0.5013	1.14	0.9914	1.3588	1.2458	1.1362	1.1403
Gm4345	chr17	+	39673086	39677792	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0671	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Kat2b	chr17	+	53706295	53812046	11.0259	10.8015	12.4125	11.2572	9.7163	8.9746	3.7555	2.7758	5.7116	5.305	4.5571	5.7479	1.5834	1.747	1.7232	1.3219	1.5021	1.3142
Cldn20	chr17	+	3532553	3533213	0.6462	0.4355	0.05	0.05	0.05	0.0987	0.05	0.0819	0.0823	0.05	0.0756	0.0832	0.0845	0.1675	0.05	0.0805	0.0791	0.05
A930015D03Rik	chr17	+	36131448	36175119	1.3632	1.3239	6.0937	4.208	4.1616	4.2513	1.1733	1.1559	5.1967	4.8867	3.4597	3.3115	1.3042	1.3121	4.3634	4.8698	2.4535	2.217
Zdhhc14	chr17	+	5492599	5753891	0.65	0.4934	0.5428	0.3495	0.2441	0.2408	0.3021	0.1446	0.1594	0.123	0.2293	0.2398	0.3132	0.465	0.3867	0.3348	0.4754	0.5503
Ddx11	chr17	+	66472859	66501508	7.8955	8.6646	9.5822	9.4397	11.9242	11.0183	6.8671	6.8327	6.8888	6.9108	7.5402	6.9994	5.214	4.9907	4.2074	4.9133	5.0662	4.6967
Trerf1	chr17	+	47277890	47496407	6.0666	4.7208	4.138	3.514	5.3359	5.2378	7.2126	7.5439	10.8839	10.3367	8.0769	8.2649	4.3543	6.4329	4.7739	4.8943	3.5866	5.55
Yipf4	chr17	+	74888832	74899617	13.9155	10.7097	10.395	8.8122	12.2108	11.1267	8.5971	7.9995	9.8794	8.9934	8.1338	8.5712	9.542	10.8021	9.905	9.4081	9.1703	11.1404
Trim31	chr17	+	37035074	37047162	0.05	0.05	0.05	0.05	0.05	0.0643	0.05	0.05	0.05	0.05	0.0575	0.05	0.05	0.05	0.05	0.05	0.05	0.0596
Wdr43	chr17	+	71965554	72008371	33.2376	37.4172	39.5934	37.6394	38.9979	44.1751	51.983	53.1133	58.9868	59.6487	57.3667	55.3609	39.3208	35.1092	26.972	37.0435	40.885	36.8995
Trem2	chr17	+	48485725	48491598	0.05	0.0667	0.05	0.05	0.05	0.05	0.0672	0.0693	0.0696	0.0674	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Mut	chr17	+	41071633	41098938	8.5616	7.2261	7.4553	6.111	8.6602	8.1879	10.3532	9.0432	7.8654	8.6997	10.5205	10.8174	7.7034	6.7057	6.999	8.0546	8.1288	7.494
Zfp160	chr17	+	21145904	21165820	3.0221	3.0768	3.5471	3.4008	3.7145	3.5755	3.6567	4.0247	4.8784	4.3379	3.5769	3.3391	4.4488	4.1106	5.1265	5.246	4.407	4.2645
Gm20580	chr17	+	40735542	40739566	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.1272	0.0843	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Cyp4f40	chr17	+	32796427	32813425	0.0708	0.0615	0.05	0.0604	0.0628	0.0704	0.0618	0.0767	0.077	0.062	0.0714	0.0639	0.05	0.05	0.0636	0.05	0.05	0.05
Abcg1	chr17	+	31194638	31254926	2.6706	1.8213	1.8804	1.2399	1.2451	1.2868	2.0683	1.7965	1.8006	1.7887	2.1906	2.5003	0.5393	0.7211	0.1935	0.1678	0.1886	0.2211
Olfr19	chr16	-	16673142	16674072	0.05	0.05	0.05	0.05	0.0717	0.05	0.05	0.05	0.0958	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
4933432I09Rik	chr16	-	18209778	18213956	0.0713	0.05	0.05	0.0713	0.0762	0.0605	0.05	0.0637	0.0916	0.05	0.05	0.05	0.139	0.1342	0.05	0.0631	0.05	0.0782
Olfr186	chr16	-	59026801	59027731	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Krtap24-1	chr16	-	88610953	88612524	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Igf2bp2	chr16	-	22059081	22163372	31.9807	28.406	47.2196	36.484	28.7595	22.3855	25.8653	23.413	21.0345	21.6466	20.3434	22.0326	43.233	44.1491	40.7649	49.1915	50.9143	60.0164
Olfr165	chr16	-	19407168	19408110	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Ube2l3	chr16	-	17152107	17201585	38.0539	38.7202	43.7476	38.8038	37.1455	40.9581	53.8162	54.2686	60.0589	58.4278	55.3864	53.2557	56.3791	51.316	47.3419	58.891	59.1416	56.4179
Slc35a5	chr16	-	45139685	45158786	1.9549	1.8416	1.55	1.858	1.4896	1.2508	2.0133	2.1137	1.9169	1.6512	1.5044	1.7549	2.9944	2.9065	2.578	2.5607	2.8346	2.8224
E130310I04Rik	chr16	-	34943260	34959080	0.05	0.05	0.05	0.05	0.05	0.05	0.055	0.0556	0.05	0.055	0.05	0.05	0.0561	0.05	0.0842	0.0607	0.0551	0.0788
1110004E09Rik	chr16	-	90926055	90935094	10.0021	9.1767	9.8941	9.0984	8.8882	9.1097	13.0569	11.03	11.0607	9.7092	11.7189	11.7241	14.6976	13.2781	8.848	13.2257	14.7791	13.8769
Nsun3	chr16	-	62734677	62786542	1.8065	1.1589	1.5966	0.6589	0.9797	0.6595	1.6639	1.8344	2.1268	1.6991	1.2335	1.0113	1.6767	1.5313	1.5949	1.5502	1.0359	1.2417
Tmprss2	chr16	-	97786288	97832802	0.2263	0.1765	0.0804	0.107	0.0946	0.0906	0.9255	1.0483	0.9937	1.0269	0.5532	0.4864	6.3326	12.3686	5.5962	6.8686	4.4364	12.4018
Dscam	chr16	-	96813686	97392342	0.0544	0.0549	0.0842	0.0697	0.0527	0.0586	0.1025	0.0978	0.0927	0.131	0.1699	0.1349	0.1231	0.3093	0.4077	0.4597	0.1681	0.5708
2310079G19Rik	chr16	-	88627032	88627911	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Pcnp	chr16	-	56015620	56029830	45.3994	43.9314	47.2378	41.934	44.5302	42.8455	62.1807	61.3099	53.7817	54.3371	58.4811	58.9182	63.8601	56.1908	44.6247	52.5644	63.4969	64.3499
Atp5o	chr16	-	91925467	91931875	120.1186	134.3395	141.9695	128.7725	104.6865	136.5319	100.6633	100.9593	108.5718	108.9275	102.1697	99.4437	106.0744	97.3113	117.5614	130.1389	111.916	97.976
Stxbp5l	chr16	-	37107395	37385044	0.0853	0.0681	0.0686	0.0636	0.0684	0.07	0.0919	0.0988	0.0659	0.0751	0.0949	0.0809	0.1274	0.1872	1.2143	0.4245	0.1567	0.1379
Phldb2	chr16	-	45746343	45844491	0.7314	0.8631	2.8041	2.3126	1.2178	0.8053	2.4079	3.2808	3.0933	2.8725	2.6815	2.256	7.5224	8.5472	11.6541	9.0091	6.9564	7.6048
Rsl1d1	chr16	-	11193129	11203385	97.6665	107.6386	110.7524	104.9467	110.2369	119.8001	141.6765	133.8024	146.4641	151.0334	144.2815	143.9315	130.3923	113.6392	90.2022	129.1592	149.7976	130.861
Fgd4	chr16	-	16422070	16560289	4.9115	4.8055	4.3692	4.4504	3.6811	3.3079	2.3471	3.2216	3.6764	3.6046	2.2637	2.3746	2.5981	2.2342	1.2182	1.502	1.8876	1.285
Crybg3	chr16	-	59490600	59555578	0.4659	0.4749	0.7097	0.5677	0.2995	0.3028	1.5758	1.7056	1.6519	1.7001	1.4049	1.3551	2.2286	2.2784	3.1935	3.0756	2.785	2.9737
A830060N17	chr16	-	21247571	21296945	0.0768	0.05	0.05	0.05	0.05	0.05	0.0729	0.0672	0.0935	0.0809	0.0707	0.0947	0.0872	0.1133	0.1024	0.0665	0.0735	0.1118
Cldn1	chr16	-	26356731	26371925	0.05	0.05	0.05	0.0601	0.0624	0.055	0.6731	0.6991	1.4503	1.5639	0.5199	0.5095	0.6895	0.4409	0.2349	0.3922	0.7018	0.2971
Col8a1	chr16	-	57624368	57754850	0.0628	0.05	0.0938	0.0596	0.05	0.0531	0.05	0.0541	0.0542	0.05	0.0533	0.0543	1.338	1.0114	0.1463	0.271	0.8167	0.3931
Ltn1	chr16	-	87376895	87432851	6.8391	6.9189	6.436	5.9876	7.1146	6.6826	8.789	9.0665	9.3306	8.7543	8.9557	8.5325	7.9358	7.9034	7.5755	7.7584	7.613	7.7539
Pigp	chr16	-	94580369	94592622	5.6398	4.5314	4.3127	4.0947	3.2208	3.4222	6.2864	6.5249	3.8531	3.8973	6.0228	5.8628	16.2708	12.7117	11.3898	14.5489	16.1669	15.787
E330017A01Rik	chr16	-	58635374	58638516	0.05	0.05	0.05	0.0983	0.05	0.05	0.05	0.05	0.0815	0.078	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Csta	chr16	-	36120031	36131275	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Tigit	chr16	-	43648973	43664297	0.4245	0.8993	0.4485	0.4239	0.4895	0.5337	0.3801	0.334	0.4483	0.4238	0.542	0.5503	0.3811	0.3453	0.6057	0.5525	0.6084	0.4321
Mir1945	chr16	-	11254460	11254538	0.8907	1.9141	0.46	0.4696	2.8923	0.8737	0.2897	0.5894	1.9622	0.05	0.2669	0.6115	0.342	0.3815	0.3244	0.3085	0.5424	0.3275
Uts2d	chr16	-	27353407	27370325	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0703	0.05	0.0773	0.05	0.05	0.05	0.05	0.05
Cd200	chr16	-	45382247	45409166	0.3853	0.1662	2.4345	3.1391	0.8143	0.4127	0.1695	0.3368	0.8126	0.5181	0.2519	0.134	0.2247	0.2813	0.5152	0.3077	0.32	0.5848
Olfr209	chr16	-	59361124	59362042	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Tmem45a	chr16	-	56805273	56886276	2.0552	2.0844	0.8086	1.0145	1.7084	1.9729	2.5588	2.8337	2.7351	2.4724	1.8437	2.0791	0.4974	0.5196	0.7482	0.5731	0.6693	0.8041
Parl	chr16	-	20279893	20302435	34.5994	31.946	37.4723	30.863	30.4038	33.704	32.7653	32.0837	37.0228	36.7481	29.3103	27.4975	24.0474	22.2877	22.5571	26.0689	21.9269	19.4992
Olfr191	chr16	-	59085377	59086307	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Atp13a4	chr16	-	29396123	29544950	0.1232	0.0906	0.1499	0.145	0.1625	0.136	0.0709	0.0688	0.0833	0.0965	0.0953	0.0891	0.0551	0.05	0.0596	0.05	0.05	0.0693
Acap2	chr16	-	31092498	31201324	6.2865	6.4462	7.8122	7.3898	6.3109	5.2645	7.1976	7.7645	7.9978	7.5773	7.4148	7.6789	8.4856	9.3722	8.0117	8.3503	9.0531	11.4165
Comt	chr16	-	18406974	18426809	16.1573	16.9984	18.7047	19.4709	21.4978	19.1298	13.4038	12.3832	18.0543	17.5493	13.6435	13.5814	11.6269	9.7999	11.5468	14.1384	12.0685	11.4035
Zdhhc23	chr16	-	43969258	43979163	1.1019	1.2873	1.3262	1.1129	1.1066	1.0429	0.9279	0.906	1.2337	1.1321	0.8444	1.1295	0.246	0.313	0.385	0.4917	0.2904	0.2532
Lipi	chr16	-	75540758	75586306	0.3192	0.2407	0.1959	0.2217	0.2983	0.2698	0.195	0.2132	0.3222	0.2488	0.3433	0.3497	0.1227	0.2033	0.3137	0.2708	0.2603	0.3462
Krtap13	chr16	-	88750989	88751873	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Stfa2	chr16	-	36404031	36408449	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0997	0.05	0.05	0.05	0.1018	0.05	0.05	0.05	0.05	0.05	0.05
Atp5j	chr16	-	84828115	84835819	105.769	98.575	112.9065	93.4738	92.9523	106.4633	90.3356	86.6702	94.2446	95.5685	90.8626	87.9035	117.6471	98.869	102.0535	125.2002	111.4233	93.3888
Dnajc28	chr16	-	91614501	91619244	0.6529	0.6773	0.6199	0.6843	0.5745	0.5316	1.3301	1.3117	0.9662	1.1486	1.2419	1.4624	1.2934	1.2422	0.9704	1.1793	1.2452	0.9806
Gtpbp8	chr16	-	44738991	44746476	2.7908	2.5449	2.4779	1.8824	2.3066	1.836	3.7926	4.3414	2.4029	2.7812	3.2811	2.569	6.285	5.5226	4.63	4.7504	6.1175	5.8425
Runx1	chr16	-	92601710	92826311	0.2992	0.1783	0.3842	0.2765	0.1676	0.1655	0.1896	0.1613	0.2061	0.176	0.1671	0.1778	0.5043	0.5553	1.3252	1.0925	0.3653	0.5992
Sdf2l1	chr16	-	17130230	17132476	11.4431	12.7136	12.9515	14.4809	15.1659	16.6624	6.986	5.9929	6.2036	6.6324	7.7471	8.1137	9.9572	7.0741	9.5166	10.3313	9.3574	8.5275
E330011O21Rik	chr16	-	78251107	78255699	0.1192	0.0692	0.1849	0.0845	0.1138	0.1178	0.05	0.0722	0.095	0.05	0.05	0.0731	0.074	0.1045	0.1177	0.1138	0.0905	0.1413
Dgcr2	chr16	-	17840450	17891821	9.0413	9.7952	9.7058	10.6314	12.9821	12.629	13.0981	14.3124	12.7704	12.6652	12.63	12.0869	17.4058	16.8244	14.1947	16.8594	16.4702	16.0871
Slc15a2	chr16	-	36750249	36785048	1.0898	0.7304	1.2624	1.2441	0.4296	0.2415	1.3964	0.9128	2.1482	2.4936	0.4736	0.5043	1.1469	1.0487	2.6122	2.896	0.3888	0.3699
Krtap6-2	chr16	-	89419567	89420356	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Plcxd2	chr16	-	45959373	46010526	0.3226	0.268	0.2984	0.253	0.256	0.2229	1.1102	1.2743	0.8835	0.8995	0.931	0.9782	0.9409	0.8641	0.7035	0.7233	0.8352	0.7491
Casr	chr16	-	36493781	36562220	0.8672	0.3747	0.6072	0.4976	0.3523	0.1598	0.3346	0.2727	0.1722	0.1795	0.3374	0.2818	0.1505	0.1983	0.3097	0.4369	0.2745	0.5894
Gp1bb	chr16	-	18620411	18622496	0.1915	0.1023	0.096	0.1049	0.079	0.1193	0.0948	0.1004	0.1624	0.1409	0.123	0.1025	1.0112	0.8933	0.8919	1.2104	1.0724	0.8078
Lsg1	chr16	-	30561454	30587675	18.7374	22.0782	22.7218	22.1532	24.4421	24.9308	22.0626	23.1346	26.1792	26.6552	23.0871	21.9389	16.641	15.2581	14.5935	17.6723	15.6335	14.3125
Cyyr1	chr16	-	85456489	85550618	0.1629	0.193	0.3961	0.4525	0.397	0.4134	2.6069	3.3096	3.6553	2.92	2.4721	2.2689	1.3831	1.1056	1.0082	1.0913	0.579	0.5929
Alcam	chr16	-	52249108	52453110	0.1624	0.1233	0.2112	0.1358	0.1272	0.1342	0.5025	0.7924	0.8578	0.8522	0.3878	0.3547	1.4415	1.4838	1.4702	1.1315	1.6649	2.3849
Olfr173	chr16	-	58796574	58797738	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Zdhhc8	chr16	-	18220845	18235229	4.2732	4.2802	6.1858	5.9065	5.4778	5.956	3.9871	4.713	5.9326	5.6615	4.2942	3.9906	5.2757	5.712	6.6415	6.9047	5.2139	6.0654
Krtap16-8	chr16	-	89047533	89048144	0.05	0.05	0.05	0.05	0.116	0.0763	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Tekt5	chr16	-	10361346	10395541	0.3068	0.3062	0.3756	0.4217	0.2394	0.2387	0.255	0.2477	0.2335	0.2874	0.1825	0.2386	0.157	0.1107	0.0668	0.0658	0.065	0.0839
Arl6	chr16	-	59613146	59639165	3.6445	3.9134	4.0047	3.868	3.4181	3.7004	8.3243	8.4734	7.5274	6.85	8.4202	8.1594	10.4172	8.0868	7.3904	10.1447	12.3093	9.6707
Fam86	chr16	-	5244247	5256049	10.5147	8.679	10.8394	8.1182	7.6503	7.4804	5.0741	4.3067	4.401	4.2017	4.225	4.8492	6.6162	6.5019	3.3809	4.497	6.0894	5.9664
Gart	chr16	-	91621641	91647217	32.0599	37.9191	36.5664	34.0214	47.4165	48.4037	60.9676	55.4861	57.4384	58.6805	59.1398	59.5317	27.9925	25.7894	19.3392	26.0241	26.8502	25.0887
Olfr194	chr16	-	59118973	59119894	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr205	chr16	-	59328415	59329333	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Tmem44	chr16	-	30511940	30550664	1.171	0.8128	1.4148	1.3891	1.3711	0.8188	0.2837	0.303	0.3866	0.4877	0.453	0.4528	0.8985	0.7328	1.6803	1.5	0.8605	0.7849
Zfp597	chr16	-	3861543	3872374	1.3196	1.1315	1.311	1.0354	1.2457	1.0171	1.6874	1.5708	1.5941	1.6045	1.4536	1.5592	1.5508	1.5288	1.3313	1.3285	1.4656	1.4531
2610039C10Rik	chr16	-	90719556	90727616	10.7189	10.6895	11.3658	10.0836	9.135	8.6121	12.2184	11.8634	12.2113	11.8826	12.9232	11.7235	19.1979	16.0409	16.3021	18.7389	17.9688	18.6962
4930435E12Rik	chr16	-	38812317	38828862	0.0979	0.0633	0.05	0.062	0.0795	0.0735	0.05	0.0808	0.0656	0.0638	0.0624	0.05	0.05	0.05	0.05	0.05	0.05	0.0658
1700048M11Rik	chr16	-	92308960	92312711	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr198	chr16	-	59201329	59202250	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Cadm2	chr16	-	66655665	67621153	0.0603	0.0614	0.0767	0.062	0.0711	0.0651	0.1126	0.1182	0.1302	0.1193	0.1084	0.105	0.1453	0.1203	0.0724	0.069	0.1143	0.0749
Ube2v2	chr16	-	15551078	15594611	7.7852	6.2411	9.125	7.5719	7.1274	6.4943	7.5554	7.2732	7.4271	7.3195	7.8817	7.8921	9.8408	8.2737	8.2535	9.9087	10.5646	10.1185
Sec22a	chr16	-	35311216	35364004	2.4812	2.3082	2.4052	2.0424	1.8322	1.9813	3.9471	3.6862	2.9429	3.2816	3.4919	3.5114	3.473	3.6771	2.9242	3.3633	3.48	2.8963
Dzip3	chr16	-	48924340	48994225	3.9703	3.1396	2.8761	2.8831	3.4621	3.5651	4.4792	3.2871	2.6308	2.5021	3.4571	3.8256	10.3854	9.3019	7.1643	8.4874	11.6569	12.0509
Samsn1	chr16	-	75859038	75909511	0.05	0.0796	0.05	0.05	0.0609	0.0587	0.05	0.05	0.0615	0.05	0.05	0.05	0.3339	0.2742	0.4909	0.3997	0.1645	0.355
Cd96	chr16	-	46035769	46120361	0.0801	0.05	0.05	0.05	0.0592	0.05	0.05	0.0596	0.0598	0.0587	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Emp2	chr16	-	10281841	10314061	3.6339	2.2374	6.4831	5.5307	2.7509	1.5067	1.7894	2.0804	2.0011	1.9884	1.5601	1.4505	2.4929	5.7098	4.5739	4.1001	3.2544	7.2601
Prdm15	chr16	-	98013073	98072834	1.8015	2.135	2.2219	2.1596	2.5558	2.4646	2.3041	2.3805	2.3365	2.1993	2.1805	2.2792	2.5047	2.5354	2.5394	2.5441	2.4346	2.3794
A630089N07Rik	chr16	-	98283676	98303604	65.2884	66.3712	79.346	84.7749	125.8291	123.7114	37.1135	38.1367	58.9615	58.2414	53.879	56.5377	18.6456	15.981	15.2984	15.0748	21.7863	17.0211
Fam18a	chr16	-	10420651	10447443	0.2288	0.1711	0.4084	0.4466	0.4224	0.2495	1.0526	0.7574	0.5535	0.6641	0.7369	0.6935	1.2712	1.0526	0.4456	0.5081	0.9692	0.8433
Bbx	chr16	-	50191956	50432502	4.367	3.7279	8.7857	7.4598	3.6811	2.7288	9.1319	10.0321	12.7752	11.3118	7.7867	7.6901	13.3832	15.5334	12.4524	14.2273	14.8408	18.6552
Srl	chr16	-	4480227	4523053	1.9074	2.4926	1.7845	1.776	2.0136	2.0633	6.0036	5.2608	4.3859	5.0504	5.8797	5.7423	3.1747	2.9119	3.3912	3.1201	3.5722	3.2499
Dgkg	chr16	-	22466641	22657304	0.1215	0.1028	0.0965	0.0797	0.1013	0.0938	0.1247	0.1073	0.0848	0.0982	0.1146	0.0938	0.0872	0.0923	0.0694	0.061	0.1477	0.1404
Krtap7-1	chr16	-	89507947	89508568	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0772	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Fam55c	chr16	-	55840065	55895398	0.8957	0.8887	1.327	1.3443	1.669	0.9334	1.3574	1.4327	1.1888	1.092	1.3094	1.1048	0.7789	0.753	0.8117	0.5763	0.7691	0.7562
Lrrc15	chr16	-	30269387	30283340	5.4797	3.861	0.4717	0.3398	3.1522	2.7612	0.2261	0.1689	0.1142	0.0786	0.1743	0.1779	0.1573	0.1182	0.0823	0.1108	0.1043	0.1112
